contest_date,id,away,home,location,status,start,network
02-18-2025,,Western Ky.,Southern Ind.,,,TBA,
02-18-2025,,Coppin St.,Navy,,,TBA,
02-18-2025,,VCU,Longwood,,,TBA,
02-18-2025,,Omaha,Nicholls,,,TBA,
02-18-2025,,Houston Christian,Tarleton St.,,,TBA,
02-18-2025,,Liberty,NC State,,,TBA,
02-18-2025,,Belmont,Tennessee Tech,,,TBA,
02-18-2025,,Texas St.,Oklahoma St.,,,TBA,
02-18-2025,,ETSU,Virginia Tech,,,TBA,
02-18-2025,,UTSA,Baylor,,,TBA,
02-18-2025,,Col. of Charleston,Coastal Carolina,,,TBA,
02-18-2025,,Charlotte,Wofford,,,TBA,
02-18-2025,,USC Upstate,Western Caro.,,,TBA,
02-18-2025,,Northern Ky.,Dayton,,,TBA,
02-18-2025,,Wake Forest,UNC Greensboro,,,TBA,
02-18-2025,,Miami (OH),Charleston So.,,,TBA,
02-18-2025,,Florida,Jacksonville,,,TBA,
02-18-2025,,Samford,Jacksonville St.,,,TBA,
02-18-2025,,Troy,Auburn,,,TBA,
02-18-2025,,Georgia,Kennesaw St.,,,TBA,
02-18-2025,,North Florida,Florida A&M,,,TBA,
02-18-2025,,Pacific,UC Davis,,,TBA,
02-18-2025,,Southern U.,LSU,,,TBA,
02-18-2025,,New Mexico,Arizona,,,TBA,
02-18-2025,,Illinois St.,SIUE,,,TBA,
02-18-2025,,Radford,James Madison,,,TBA,
02-18-2025,,Middle Tenn.,Alabama,,,TBA,
02-18-2025,,Missouri St.,Central Ark.,,,TBA,
02-18-2025,,Richmond,William & Mary,,,TBA,
02-18-2025,,South Carolina,Winthrop,,,TBA,
02-18-2025,,Abilene Christian,UIW,,,TBA,
02-18-2025,,App State,High Point,,,TBA,
02-18-2025,,Presbyterian,Elon,,,TBA,
02-18-2025,,UNCW,Duke,,,TBA,
02-18-2025,,Delaware,Maryland,,,TBA,
02-18-2025,,UNC Asheville,Tennessee,,,TBA,
02-18-2025,,Alabama A&M,UAB,,,TBA,
02-18-2025,,BYU,UCLA,,,TBA,
02-18-2025,,East Carolina,Campbell,,,TBA,
02-18-2025,,Long Beach St.,LMU (CA),,,TBA,
02-18-2025,,Manhattan,Alcorn,,,TBA,
02-18-2025,,Southern California,UC Irvine,,,TBA,
02-18-2025,,Mississippi St.,Southern Miss.,,,TBA,
02-18-2025,,Texas Southern,Louisiana,,,TBA,
02-18-2025,,San Diego St.,UC San Diego,,,TBA,
02-19-2025,,Sam Houston,Rice,,,TBA,
02-19-2025,,Alabama St.,Alabama,,,TBA,
02-19-2025,,Queens (NC),South Carolina,,,TBA,
02-19-2025,,Mercer,Kennesaw St.,,,TBA,
02-19-2025,,Tulane,Southeastern La.,,,TBA,
02-19-2025,,FIU,Bethune-Cookman,,,TBA,
02-19-2025,,North Ala.,Auburn,,,TBA,
02-19-2025,,VMI,Richmond,,,TBA,
02-19-2025,,CSU Bakersfield,Southern California,,,TBA,
02-19-2025,,North Dakota St.,Lamar University,,,TBA,
02-19-2025,,UT Arlington,Oklahoma,,,TBA,
02-19-2025,,Xavier,Louisville,,,TBA,
02-20-2025,,Missouri,UCF,,,TBA,
02-20-2025,,Utah Valley,San Jose St.,,,TBA,
02-20-2025,,Ball St.,Sacramento St.,,,TBA,
02-20-2025,,Seattle U,San Diego St.,,,TBA,
02-20-2025,,Wichita St.,Hawaii,,,TBA,
02-20-2025,,BYU,CSUN,,,TBA,
02-20-2025,,Pepperdine,California Baptist,,,TBA,
02-21-2025,,Manhattan,Charleston So.,,,TBA,
02-21-2025,,Missouri St.,Mississippi St.,,,TBA,
02-21-2025,,UConn,Fla. Atlantic,,,TBA,
02-21-2025,,Sacred Heart,Georgetown,,,TBA,
02-21-2025,,Dayton,Florida,,,TBA,
02-21-2025,,Utah Valley,San Jose St.,,,TBA,
02-21-2025,,Wright St.,Auburn,,,TBA,
02-21-2025,,Kentucky,Belmont,,,TBA,
02-21-2025,,UIC,Georgia,,,TBA,
02-21-2025,,Little Rock,Nicholls,,,TBA,
02-21-2025,,Grambling,Alabama St.,,,TBA,
02-21-2025,,Prairie View,Alabama A&M,,,TBA,
02-21-2025,,Harvard,Fordham,,,TBA,
02-21-2025,,Long Beach St.,California Baptist,,,TBA,
02-21-2025,,South Alabama,UAB,,,TBA,
02-21-2025,,Ball St.,Sacramento St.,,,TBA,
02-21-2025,,Notre Dame,Iowa,,,TBA,
02-21-2025,,Villanova,Winthrop,,,TBA,
02-21-2025,,Gonzaga,Baylor,,,TBA,
02-21-2025,,Maine,The Citadel,,,TBA,
02-21-2025,,Canisius,James Madison,,,TBA,
02-21-2025,,FDU,Middle Tenn.,,,TBA,
02-21-2025,,Ohio,West Ga.,,,TBA,
02-21-2025,,Pittsburgh,Monmouth,,,TBA,
02-21-2025,,UNC Asheville,UNCW,,,TBA,
02-21-2025,,Binghamton,Elon,,,TBA,
02-21-2025,,Milwaukee,South Carolina,,,TBA,
02-21-2025,,Omaha,LSU,,,TBA,
02-21-2025,,Cornell,Duke,,,TBA,
02-21-2025,,Columbia,Kennesaw St.,,,TBA,
02-21-2025,,TCU,Michigan,,,TBA,
02-21-2025,,UCLA,A&M-Corpus Christi,,,TBA,
02-21-2025,,Rhode Island,Oregon,,,TBA,
02-21-2025,,Illinois St.,Jacksonville,,,TBA,
02-21-2025,,Army West Point,Wofford,,,TBA,
02-21-2025,,Bucknell,Davidson,,,TBA,
02-21-2025,,Oakland,McNeese,,,TBA,
02-21-2025,,UC Irvine,Texas Tech,,,TBA,
02-21-2025,,Rutgers,Grand Canyon,,,TBA,
02-21-2025,,Alcorn,Southeastern La.,,,TBA,
02-21-2025,,Santa Clara,UC Davis,,,TBA,
02-21-2025,,South Dakota St.,Pacific,,,TBA,
02-21-2025,,Louisiana Tech,Southern Miss.,,,TBA,
02-21-2025,,Nebraska,Louisiana,,,TBA,
02-21-2025,,Utah,San Diego St.,,,TBA,
02-21-2025,,Houston Christian,ULM,,,TBA,
02-21-2025,,Northwestern St.,Troy,,,TBA,
02-21-2025,,Kent St.,Mercer,,,TBA,
02-21-2025,,San Diego,Arizona,,,TBA,
02-21-2025,,Cal St. Fullerton,Fresno St.,,,TBA,
02-21-2025,,Ark.-Pine Bluff,SFA,,,TBA,
02-21-2025,,Bryant,UCF,,,TBA,
02-21-2025,,LMU (CA),Tulane,,,TBA,
02-21-2025,,South Fla.,Ga. Southern,,,TBA,
02-21-2025,,NJIT,Sam Houston,,,TBA,
02-21-2025,,Stony Brook,FGCU,,,TBA,
02-21-2025,,Delaware,FIU,,,TBA,
02-21-2025,,UMBC,Stetson,,,TBA,
02-21-2025,,Brown,North Florida,,,TBA,
02-21-2025,,Massachusetts,Bethune-Cookman,,,TBA,
02-21-2025,,Kansas St.,Arkansas,,,TBA,
02-21-2025,,Ball St.,Sacramento St.,,,TBA,
02-21-2025,,CSU Bakersfield,Nevada,,,TBA,
02-21-2025,,Air Force,Navy,,,TBA,
02-21-2025,,Western Ill.,New Mexico St.,,,TBA,
02-21-2025,,Minnesota,Oklahoma,,,TBA,
02-21-2025,,Alabama,Coastal Carolina,,,TBA,
02-21-2025,,VMI,Coppin St.,,,TBA,
02-21-2025,,Cincinnati,UNLV,,,TBA,
02-21-2025,,Wichita St.,Hawaii,,,TBA,
02-21-2025,,Niagara,Purdue,,,TBA,
02-21-2025,,Cal Poly,Texas A&M,,,TBA,
02-21-2025,,Saint Mary's (CA),Vanderbilt,,,TBA,
02-21-2025,,UC Riverside,Utah Tech,,,TBA,
02-21-2025,,Washington St.,Michigan St.,,,TBA,
02-21-2025,,Southern California,Rice,,,TBA,
02-21-2025,,Maryland,Western Caro.,,,TBA,
02-21-2025,,Seattle U,UC Santa Barbara,,,TBA,
02-21-2025,,Washington,Stanford,,,TBA,
02-21-2025,,St. John's (NY),Wake Forest,,,TBA,
02-21-2025,,Jackson St.,Southern U.,,,TBA,
02-21-2025,,Yale,Queens (NC),,,TBA,
02-21-2025,,Marshall,Georgia Tech,,,TBA,
02-21-2025,,Texas Southern,UIW,,,TBA,
02-21-2025,,UAlbany,Lamar University,,,TBA,
02-21-2025,,Northern Colo.,New Mexico,,,TBA,
02-21-2025,,VCU,Clemson,,,TBA,
02-21-2025,,Saint Peter's,George Mason,,,TBA,
02-21-2025,,Xavier,Liberty,,,TBA,
02-21-2025,,Oregon St.,Virginia,,,TBA,
02-21-2025,,Seton Hall,Col. of Charleston,,,TBA,
02-21-2025,,Le Moyne,Presbyterian,,,TBA,
02-21-2025,,Dartmouth,Texas,,,TBA,
02-21-2025,,Houston,California,,,TBA,
02-21-2025,,NIU,Southeast Mo. St.,,,TBA,
02-21-2025,,Mercyhurst,Gardner-Webb,,,TBA,
02-21-2025,,Central Mich.,San Francisco,,,TBA,
02-21-2025,,Bowling Green,USC Upstate,,,TBA,
02-21-2025,,Princeton,Miami (FL),,,TBA,
02-21-2025,,Samford,Tennessee,,,TBA,
02-21-2025,,Pepperdine,UC San Diego,,,TBA,
02-21-2025,,BYU,CSUN,,,TBA,
02-21-2025,,NC State,Ohio St.,,,TBA,
02-21-2025,,Rider,Campbell,,,TBA,
02-21-2025,,Old Dominion,Charlotte,,,TBA,
02-21-2025,,UMass Lowell,App State,,,TBA,
02-21-2025,,Oral Roberts,Arizona St.,,,TBA,
02-21-2025,,Penn,Florida St.,,,TBA,
02-21-2025,,Boston College,New Orleans,,,TBA,
02-21-2025,,Eastern Ky.,Ole Miss,,,TBA,
02-21-2025,,Bellarmine,Northern Ky.,,,TBA,
02-21-2025,,Missouri,Florida A&M,,,TBA,
02-21-2025,,UT Martin,Georgia St.,,,TBA,
02-21-2025,,Akron,Jacksonville St.,,,TBA,
02-21-2025,,UIC,Georgia,,,TBA,
02-21-2025,,Creighton,Portland,,,TBA,
02-21-2025,,Creighton,Portland,,,TBA,
02-21-2025,,Georgia,UNG,,,TBA,
02-21-2025,,Marist,William & Mary,,,TBA,
02-21-2025,,Kansas,Tarleton St.,,,TBA,
02-22-2025,,Manhattan,Charleston So.,,,TBA,
02-22-2025,,Marist,William & Mary,,,TBA,
02-22-2025,,UNC Greensboro,Virginia Tech,,,TBA,
02-22-2025,,Siena,Bradley,,,TBA,
02-22-2025,,Missouri St.,Mississippi St.,,,TBA,
02-22-2025,,UConn,Fla. Atlantic,,,TBA,
02-22-2025,,Sacred Heart,Georgetown,,,TBA,
02-22-2025,,Dayton,Florida,,,TBA,
02-22-2025,,Iona,Hofstra,,,TBA,
02-22-2025,,Utah Valley,San Jose St.,,,TBA,
02-22-2025,,Wright St.,Auburn,,,TBA,
02-22-2025,,Kentucky,Belmont,,,TBA,
02-22-2025,,UIC,Georgia,,,TBA,
02-22-2025,,Little Rock,Nicholls,,,TBA,
02-22-2025,,Missouri,Alabama St.,,,TBA,
02-22-2025,,Grambling,Alabama A&M,,,TBA,
02-22-2025,,Delaware St.,Lincoln (PA),,,TBA,
02-22-2025,,Northwestern,Harvard,,,TBA,
02-22-2025,,UCLA,Washington St.,,,TBA,
02-22-2025,,Rhode Island,Oregon,,,TBA,
02-22-2025,,Oakland,McNeese,,,TBA,
02-22-2025,,South Alabama,UAB,,,TBA,
02-22-2025,,Illinois St.,Jacksonville,,,TBA,
02-22-2025,,Northwestern St.,Troy,,,TBA,
02-22-2025,,Holy Cross,George Washington,,,TBA,
02-22-2025,,Rutgers,Grand Canyon,,,TBA,
02-22-2025,,NJIT,Sam Houston,,,TBA,
02-22-2025,,Brown,North Florida,,,TBA,
02-22-2025,,Pepperdine,Long Beach St.,,,TBA,
02-22-2025,,Ark.-Pine Bluff,SFA,,,TBA,
02-22-2025,,Bucknell,Davidson,,,TBA,
02-22-2025,,Villanova,Winthrop,,,TBA,
02-22-2025,,UC Irvine,Texas Tech,,,TBA,
02-22-2025,,Gonzaga,Baylor,,,TBA,
02-22-2025,,Maine,The Citadel,,,TBA,
02-22-2025,,Binghamton,Elon,,,TBA,
02-22-2025,,Milwaukee,South Carolina,,,TBA,
02-22-2025,,Alcorn,Southeastern La.,,,TBA,
02-22-2025,,LMU (CA),Tulane,,,TBA,
02-22-2025,,Santa Clara,UC Davis,,,TBA,
02-22-2025,,Louisiana Tech,Southern Miss.,,,TBA,
02-22-2025,,Ball St.,Sacramento St.,,,TBA,
02-22-2025,,Houston Christian,ULM,,,TBA,
02-22-2025,,Canisius,James Madison,,,TBA,
02-22-2025,,Omaha,LSU,,,TBA,
02-22-2025,,South Fla.,Ga. Southern,,,TBA,
02-22-2025,,Stony Brook,FGCU,,,TBA,
02-22-2025,,Columbia,Kennesaw St.,,,TBA,
02-22-2025,,Ohio,West Ga.,,,TBA,
02-22-2025,,Kent St.,Mercer,,,TBA,
02-22-2025,,Youngstown St.,Abilene Christian,,,TBA,
02-22-2025,,Michigan,Kansas St.,,,TBA,
02-22-2025,,Pittsburgh,Monmouth,,,TBA,
02-22-2025,,North Carolina,East Carolina,,,TBA,
02-22-2025,,Army West Point,Wofford,,,TBA,
02-22-2025,,Cornell,Duke,,,TBA,
02-22-2025,,Marist,William & Mary,,,TBA,
02-22-2025,,South Dakota St.,Pacific,,,TBA,
02-22-2025,,Cal St. Fullerton,Fresno St.,,,TBA,
02-22-2025,,UNC Asheville,UNCW,,,TBA,
02-22-2025,,Toledo,High Point,,,TBA,
02-22-2025,,Indiana,Fordham,,,TBA,
02-22-2025,,Delaware,FIU,,,TBA,
02-22-2025,,Iowa,Stetson,,,TBA,
02-22-2025,,UC Santa Barbara,San Diego St.,,,TBA,
02-22-2025,,Massachusetts,Bethune-Cookman,,,TBA,
02-22-2025,,Arkansas,TCU,,,TBA,
02-22-2025,,Notre Dame,UMBC,,,TBA,
02-22-2025,,California Baptist,UC San Diego,,,TBA,
02-22-2025,,Bryant,UCF,,,TBA,
02-22-2025,,Alcorn,Southeastern La.,,,TBA,
02-22-2025,,LMU (CA),Tulane,,,TBA,
02-22-2025,,Louisiana Tech,Southern Miss.,,,TBA,
02-22-2025,,Omaha,LSU,,,TBA,
02-22-2025,,Delaware St.,Lincoln (PA),,,TBA,
02-22-2025,,Rutgers,Grand Canyon,,,TBA,
02-22-2025,,Ark.-Pine Bluff,SFA,,,TBA,
02-22-2025,,Youngstown St.,Abilene Christian,,,TBA,
02-22-2025,,Eastern Mich.,Central Ark.,,,TBA,
02-22-2025,,South Dakota St.,Pacific,,,TBA,
02-22-2025,,Illinois,Texas St.,,,TBA,
02-22-2025,,CSU Bakersfield,Nevada,,,TBA,
02-22-2025,,San Diego,Arizona,,,TBA,
02-22-2025,,Rhode Island,Oregon,,,TBA,
02-22-2025,,Navy,Air Force,,,TBA,
02-22-2025,,Western Ill.,New Mexico St.,,,TBA,
02-22-2025,,Creighton,Portland,,,TBA,
02-22-2025,,Minnesota,Virginia,,,TBA,
02-22-2025,,Alabama,NC State,,,TBA,
02-22-2025,,VMI,Coppin St.,,,TBA,
02-22-2025,,Cincinnati,UNLV,,,TBA,
02-22-2025,,Butler,Norfolk St.,,,TBA,
02-22-2025,,Butler,Norfolk St.,,,TBA,
02-22-2025,,SIUE,DBU,,,TBA,
02-22-2025,,SIUE,DBU,,,TBA,
02-22-2025,,West Virginia,Lipscomb,,,TBA,
02-22-2025,,Wichita St.,Hawaii,,,TBA,
02-22-2025,,Purdue,Niagara,,,TBA,
02-22-2025,,Niagara,Purdue,,,TBA,
02-22-2025,,Lindenwood,Mississippi Val.,,,TBA,
02-22-2025,,Lindenwood,Mississippi Val.,,,TBA,
02-22-2025,,Cal Poly,Texas A&M,,,TBA,
02-22-2025,,Saint Mary's (CA),Vanderbilt,,,TBA,
02-22-2025,,UC Riverside,Utah Tech,,,TBA,
02-22-2025,,UC Riverside,Utah Tech,,,TBA,
02-22-2025,,Michigan St.,A&M-Corpus Christi,,,TBA,
02-22-2025,,Penn St.,Longwood,,,TBA,
02-22-2025,,Penn St.,Longwood,,,TBA,
02-22-2025,,Maryland,Western Caro.,,,TBA,
02-22-2025,,Seattle U,Utah,,,TBA,
02-22-2025,,Washington,Stanford,,,TBA,
02-22-2025,,St. John's (NY),Wake Forest,,,TBA,
02-22-2025,,UMES,Towson,,,TBA,
02-22-2025,,UMES,Towson,,,TBA,
02-22-2025,,Florida A&M,Southern U.,,,TBA,
02-22-2025,,Yale,Queens (NC),,,TBA,
02-22-2025,,Marshall,Georgia Tech,,,TBA,
02-22-2025,,Texas Southern,UIW,,,TBA,
02-22-2025,,UAlbany,Lamar University,,,TBA,
02-22-2025,,Northern Colo.,New Mexico,,,TBA,
02-22-2025,,Northern Colo.,New Mexico,,,TBA,
02-22-2025,,N.C. A&T,Clemson,,,TBA,
02-22-2025,,VCU,Clemson,,,TBA,
02-22-2025,,Quinnipiac,Radford,,,TBA,
02-22-2025,,Quinnipiac,Radford,,,TBA,
02-22-2025,,Saint Peter's,George Mason,,,TBA,
02-22-2025,,Xavier,Liberty,,,TBA,
02-22-2025,,Oregon St.,Oklahoma,,,TBA,
02-22-2025,,Seton Hall,Col. of Charleston,,,TBA,
02-22-2025,,Bowling Green,Presbyterian,,,TBA,
02-22-2025,,Dartmouth,Texas,,,TBA,
02-22-2025,,Houston,California,,,TBA,
02-22-2025,,NIU,Southeast Mo. St.,,,TBA,
02-22-2025,,Lafayette,Western Ky.,,,TBA,
02-22-2025,,LIU,UTSA,,,TBA,
02-22-2025,,LIU,UTSA,,,TBA,
02-22-2025,,LIU,UTSA,,,TBA,
02-22-2025,,Miami (OH),ETSU,,,TBA,
02-22-2025,,Miami (OH),ETSU,,,TBA,
02-22-2025,,Merrimack,Wagner,,,TBA,
02-22-2025,,Merrimack,Wagner,,,TBA,
02-22-2025,,Mercyhurst,Gardner-Webb,,,TBA,
02-22-2025,,Mercyhurst,Gardner-Webb,,,TBA,
02-22-2025,,Western Mich.,Louisville,,,TBA,
02-22-2025,,Le Moyne,USC Upstate,,,TBA,
02-22-2025,,Jackson St.,Prairie View,,,TBA,
02-22-2025,,Central Mich.,San Francisco,,,TBA,
02-22-2025,,Central Mich.,San Francisco,,,TBA,
02-22-2025,,Princeton,Miami (FL),,,TBA,
02-22-2025,,Princeton,Miami (FL),,,TBA,
02-22-2025,,Samford,Tennessee,,,TBA,
02-22-2025,,BYU,CSUN,,,TBA,
02-22-2025,,Ohio St.,Coastal Carolina,,,TBA,
02-22-2025,,Rider,Campbell,,,TBA,
02-22-2025,,Old Dominion,Charlotte,,,TBA,
02-22-2025,,UMass Lowell,App State,,,TBA,
02-22-2025,,Kansas,Tarleton St.,,,TBA,
02-22-2025,,Kansas,Tarleton St.,,,TBA,
02-22-2025,,Oral Roberts,Arizona St.,,,TBA,
02-22-2025,,Valparaiso,Memphis,,,TBA,
02-22-2025,,Valparaiso,Memphis,,,TBA,
02-22-2025,,Indiana St.,Northeastern,,,TBA,
02-22-2025,,Indiana St.,Northeastern,,,TBA,
02-22-2025,,Penn,Florida St.,,,TBA,
02-22-2025,,Boston College,New Orleans,,,TBA,
02-22-2025,,Boston College,New Orleans,,,TBA,
02-22-2025,,Brown,North Florida,,,TBA,
02-22-2025,,Eastern Ky.,Ole Miss,,,TBA,
02-22-2025,,Bellarmine,Northern Ky.,,,TBA,
02-22-2025,,Southern Ill.,Tennessee Tech,,,TBA,
02-22-2025,,St. Bonaventure,Morehead St.,,,TBA,
02-22-2025,,St. Bonaventure,Morehead St.,,,TBA,
02-22-2025,,Saint Joseph's,Mount St. Mary's,,,TBA,
02-22-2025,,Saint Joseph's,Mount St. Mary's,,,TBA,
02-22-2025,,Purdue Fort Wayne,Austin Peay,,,TBA,
02-22-2025,,North Ala.,Saint Louis,,,TBA,
02-22-2025,,North Ala.,Saint Louis,,,TBA,
02-22-2025,,UT Martin,Georgia St.,,,TBA,
02-22-2025,,Akron,Jacksonville St.,,,TBA,
02-22-2025,,Little Rock,Nicholls,,,TBA,
02-22-2025,,FDU,Middle Tenn.,,,TBA,
02-22-2025,,Saint Joseph's,Mount St. Mary's,,,TBA,
02-22-2025,,Saint Joseph's,Mount St. Mary's,,,TBA,
02-22-2025,,Central Mich.,San Francisco,,,TBA,
02-22-2025,,Nebraska,Louisiana,,,TBA,
02-22-2025,,Nebraska,Louisiana,,,TBA,
02-23-2025,,Manhattan,Charleston So.,,,TBA,
02-23-2025,,Iona,Hofstra,,,TBA,
02-23-2025,,Holy Cross,George Washington,,,TBA,
02-23-2025,,UNC Greensboro,Virginia Tech,,,TBA,
02-23-2025,,Siena,Bradley,,,TBA,
02-23-2025,,Northwestern,Fordham,,,TBA,
02-23-2025,,Missouri St.,Mississippi St.,,,TBA,
02-23-2025,,UConn,Fla. Atlantic,,,TBA,
02-23-2025,,Sacred Heart,Georgetown,,,TBA,
02-23-2025,,Dayton,Florida,,,TBA,
02-23-2025,,Iona,Hofstra,,,TBA,
02-23-2025,,Utah Valley,San Jose St.,,,TBA,
02-23-2025,,Kentucky,Belmont,,,TBA,
02-23-2025,,UIC,Georgia,,,TBA,
02-23-2025,,Jackson St.,Alabama St.,,,TBA,
02-23-2025,,Michigan St.,UCLA,,,TBA,
02-23-2025,,Indiana,Harvard,,,TBA,
02-23-2025,,Michigan,Arkansas,,,TBA,
02-23-2025,,Rutgers,Grand Canyon,,,TBA,
02-23-2025,,Illinois St.,Jacksonville,,,TBA,
02-23-2025,,NJIT,Sam Houston,,,TBA,
02-23-2025,,Holy Cross,George Washington,,,TBA,
02-23-2025,,Delaware,FIU,,,TBA,
02-23-2025,,Pittsburgh,Monmouth,,,TBA,
02-23-2025,,Long Beach St.,Seattle U,,,TBA,
02-23-2025,,UC Santa Barbara,California Baptist,,,TBA,
02-23-2025,,Rhode Island,Oregon,,,TBA,
02-23-2025,,Eastern Mich.,Central Ark.,,,TBA,
02-23-2025,,Oakland,McNeese,,,TBA,
02-23-2025,,Villanova,Winthrop,,,TBA,
02-23-2025,,UC Irvine,Texas Tech,,,TBA,
02-23-2025,,Bryant,UCF,,,TBA,
02-23-2025,,Toledo,High Point,,,TBA,
02-23-2025,,Gonzaga,Baylor,,,TBA,
02-23-2025,,Maine,The Citadel,,,TBA,
02-23-2025,,Binghamton,Elon,,,TBA,
02-23-2025,,South Alabama,UAB,,,TBA,
02-23-2025,,Santa Clara,UC Davis,,,TBA,
02-23-2025,,South Dakota St.,Pacific,,,TBA,
02-23-2025,,Wright St.,Auburn,,,TBA,
02-23-2025,,Army West Point,Wofford,,,TBA,
02-23-2025,,Canisius,James Madison,,,TBA,
02-23-2025,,Northwestern St.,Troy,,,TBA,
02-23-2025,,South Fla.,Ga. Southern,,,TBA,
02-23-2025,,Cornell,Duke,,,TBA,
02-23-2025,,East Carolina,North Carolina,,,TBA,
02-23-2025,,Massachusetts,Bethune-Cookman,,,TBA,
02-23-2025,,Youngstown St.,Abilene Christian,,,TBA,
02-23-2025,,FDU,Middle Tenn.,,,TBA,
02-23-2025,,Bucknell,Davidson,,,TBA,
02-23-2025,,Stony Brook,FGCU,,,TBA,
02-23-2025,,Columbia,Kennesaw St.,,,TBA,
02-23-2025,,Notre Dame,Stetson,,,TBA,
02-23-2025,,Ohio,West Ga.,,,TBA,
02-23-2025,,Kent St.,Mercer,,,TBA,
02-23-2025,,Brown,North Florida,,,TBA,
02-23-2025,,Northwestern,Fordham,,,TBA,
02-23-2025,,Cal St. Fullerton,Fresno St.,,,TBA,
02-23-2025,,Ark.-Pine Bluff,SFA,,,TBA,
02-23-2025,,Milwaukee,South Carolina,,,TBA,
02-23-2025,,UNC Asheville,UNCW,,,TBA,
02-23-2025,,Marist,William & Mary,,,TBA,
02-23-2025,,Kansas St.,TCU,,,TBA,
02-23-2025,,Florida A&M,Alabama A&M,,,TBA,
02-23-2025,,Pepperdine,San Diego St.,,,TBA,
02-23-2025,,Siena,Bradley,,,TBA,
02-23-2025,,Illinois,Texas St.,,,TBA,
02-23-2025,,Illinois,Texas St.,,,TBA,
02-23-2025,,CSU Bakersfield,Nevada,,,TBA,
02-23-2025,,San Diego,Arizona,,,TBA,
02-23-2025,,Air Force,Navy,,,TBA,
02-23-2025,,Western Ill.,New Mexico St.,,,TBA,
02-23-2025,,Minnesota,Oregon St.,,,TBA,
02-23-2025,,Alabama,Ohio St.,,,TBA,
02-23-2025,,VMI,Coppin St.,,,TBA,
02-23-2025,,Cincinnati,UNLV,,,TBA,
02-23-2025,,SIUE,DBU,,,TBA,
02-23-2025,,Iowa,UMBC,,,TBA,
02-23-2025,,West Virginia,Lipscomb,,,TBA,
02-23-2025,,West Virginia,Lipscomb,,,TBA,
02-23-2025,,Wichita St.,Hawaii,,,TBA,
02-23-2025,,Niagara,Purdue,,,TBA,
02-23-2025,,Lindenwood,Mississippi Val.,,,TBA,
02-23-2025,,Cal Poly,Texas A&M,,,TBA,
02-23-2025,,Saint Mary's (CA),Vanderbilt,,,TBA,
02-23-2025,,UC Riverside,Utah Tech,,,TBA,
02-23-2025,,Penn St.,Longwood,,,TBA,
02-23-2025,,Southern California,Rice,,,TBA,
02-23-2025,,Maryland,Western Caro.,,,TBA,
02-23-2025,,Washington,Stanford,,,TBA,
02-23-2025,,St. John's (NY),Wake Forest,,,TBA,
02-23-2025,,UMES,Towson,,,TBA,
02-23-2025,,Fairfield,Richmond,,,TBA,
02-23-2025,,Fairfield,Richmond,,,TBA,
02-23-2025,,Eastern Ill.,Arkansas St.,,,TBA,
02-23-2025,,Missouri,Southern U.,,,TBA,
02-23-2025,,Grambling,Prairie View,,,TBA,
02-23-2025,,Yale,Queens (NC),,,TBA,
02-23-2025,,Marshall,Georgia Tech,,,TBA,
02-23-2025,,Texas Southern,UIW,,,TBA,
02-23-2025,,Washington St.,A&M-Corpus Christi,,,TBA,
02-23-2025,,UAlbany,Lamar University,,,TBA,
02-23-2025,,Northern Colo.,New Mexico,,,TBA,
02-23-2025,,Southern Ind.,Evansville,,,TBA,
02-23-2025,,Southern Ind.,Evansville,,,TBA,
02-23-2025,,N.C. A&T,Clemson,,,TBA,
02-23-2025,,Quinnipiac,Radford,,,TBA,
02-23-2025,,Saint Peter's,George Mason,,,TBA,
02-23-2025,,Xavier,Liberty,,,TBA,
02-23-2025,,Seton Hall,Col. of Charleston,,,TBA,
02-23-2025,,Le Moyne,Presbyterian,,,TBA,
02-23-2025,,Dartmouth,Texas,,,TBA,
02-23-2025,,Lindenwood,Mississippi Val.,,,TBA,
02-23-2025,,Houston,California,,,TBA,
02-23-2025,,NIU,Southeast Mo. St.,,,TBA,
02-23-2025,,Lafayette,Western Ky.,,,TBA,
02-23-2025,,Lafayette,Western Ky.,,,TBA,
02-23-2025,,Miami (OH),ETSU,,,TBA,
02-23-2025,,UT Arlington,Oklahoma St.,,,TBA,
02-23-2025,,LIU,UTSA,,,TBA,
02-23-2025,,LIU,UTSA,,,TBA,
02-23-2025,,LIU,UTSA,,,TBA,
02-23-2025,,Merrimack,Wagner,,,TBA,
02-23-2025,,Mercyhurst,Gardner-Webb,,,TBA,
02-23-2025,,Western Mich.,Louisville,,,TBA,
02-23-2025,,Central Mich.,San Francisco,,,TBA,
02-23-2025,,Bowling Green,USC Upstate,,,TBA,
02-23-2025,,Princeton,Miami (FL),,,TBA,
02-23-2025,,Samford,Tennessee,,,TBA,
02-23-2025,,Utah,UC San Diego,,,TBA,
02-23-2025,,Rider,Campbell,,,TBA,
02-23-2025,,Coastal Carolina,NC State,,,TBA,
02-23-2025,,Old Dominion,Charlotte,,,TBA,
02-23-2025,,UMass Lowell,App State,,,TBA,
02-23-2025,,Kansas,Tarleton St.,,,TBA,
02-23-2025,,Oral Roberts,Arizona St.,,,TBA,
02-23-2025,,North Dakota St.,UTRGV,,,TBA,
02-23-2025,,North Dakota St.,UTRGV,,,TBA,
02-23-2025,,North Dakota St.,UTRGV,,,TBA,
02-23-2025,,Virginia,Oklahoma,,,TBA,
