espn_id,displayName,shortDisplayName,name,abbreviation,location,slug,color,logo_default,logo_dark
431,South Dakota Coyotes,South Dakota,Coyotes,SDAK,South Dakota,south-dakota-coyotes,d11346,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/233.png
301,South Dakota State Jackrabbits,S Dakota St,Jackrabbits,SDST,South Dakota State,south-dakota-state-jackrabbits,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2571.png
76,South Florida Bulls,South Florida,Bulls,USF,South Florida,south-florida-bulls,004231,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png
191,Southeast Missouri State Redhawks,SE Missouri,Redhawks,SEMO,Southeast Missouri State,southeast-missouri-state-redhawks,CC0000,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2546.png
432,Southern Illinois Salukis,S Illinois,Salukis,SIU,Southern Illinois,southern-illinois-salukis,85283D,https://a.espncdn.com/i/teamlogos/ncaa/500/79.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png
1246,Southern Indiana Screaming Eagles,So Indiana,Screaming Eagles,USI,Southern Indiana,southern-indiana-screaming-eagles,,https://a.espncdn.com/i/teamlogos/ncaa/500/88.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/88.png
194,Southern Jaguars,Southern,Jaguars,SOU,Southern,southern-jaguars,291B4C,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png
192,Southern Miss Golden Eagles,Southern Miss,Golden Eagles,USM,Southern Miss,southern-miss-golden-eagles,FFAA3C,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png
434,Southern Utah Thunderbirds,Southern Utah,Thunderbirds,SUU,Southern Utah,southern-utah-thunderbirds,d10000,https://a.espncdn.com/i/teamlogos/ncaa/500/253.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png
1273,Spartans,UNIVTAMPA,Spartans,TAM,,spartans,,,
105,St. Bonaventure Bonnies,St Bonaventure,Bonnies,SBU,St. Bonaventure,st-bonaventure-bonnies,712A1B,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/179.png
435,St. Francis (BKN) Terriers,St Francis BK,Terriers,SFBK,St. Francis (BKN),st-francis-bkn-terriers,00158c,https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2597.png
843,St. Gregory Cavaliers,St Gregorys,Cavaliers,STGR,St. Gregory,st-gregory-cavaliers,,,
195,St. John's Red Storm,St John's,Red Storm,SJU,St. John's,st-johns-red-storm,E24552,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2599.png
844,St. Martins Saints,STMARTINS,Saints,SM,St. Martins,st-martins-saints,,,
1287,St. Olaf Oles,St. Olaf,Oles,ST.,St. Olaf,st-olaf-oles,,https://a.espncdn.com/i/teamlogos/ncaa/500/133.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/133.png
850,St. Thomas-Minnesota Tommies,St Thomas (MN),Tommies,STMN,St. Thomas-Minnesota,st-thomas-minnesota-tommies,,https://a.espncdn.com/i/teamlogos/ncaa/500/2900.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2900.png
64,Stanford Cardinal,Stanford,Cardinal,STAN,Stanford,stanford-cardinal,B72931,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png
438,Stephen F. Austin Lumberjacks,SF Austin,Lumberjacks,SFA,Stephen F. Austin,stephen-f-austin-lumberjacks,230d3c,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2617.png
74,Stetson Hatters,Stetson,Hatters,STET,Stetson,stetson-hatters,18581C,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/56.png
1245,Stonehill Skyhawks,Stonehill,Skyhawks,STO,Stonehill,stonehill-skyhawks,300A48,https://a.espncdn.com/i/teamlogos/ncaa/500/284.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/284.png
196,Stony Brook Seawolves,Stony Brook,Seawolves,STBK,Stony Brook,stony-brook-seawolves,003559,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2619.png
439,Syracuse Orange,Syracuse,Orange,SYR,Syracuse,syracuse-orange,1A3E86,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png
1153,TBD,TBD,TBD,,TBD,tbd,,,
1154,TBD,TBD,TBD,TBD,TBD,tbd,,,
198,TCU Horned Frogs,TCU,Horned Frogs,TCU,TCU,tcu-horned-frogs,201852,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2628.png
845,Tabor,TABOR,Tabor,TAB,Tabor,tabor,,,
1145,Tarleton State Texans,Tarleton St,Texans,TAR,Tarleton State,tarleton-state-texans,,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2627.png
114,Temple Owls,Temple,Owls,TEM,Temple,temple-owls,BC0138,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png
440,Tennessee State Tigers,Tennessee St,Tigers,TNST,Tennessee State,tennessee-state-tigers,21398c,https://a.espncdn.com/i/teamlogos/ncaa/500/2634.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2634.png
441,Tennessee Tech Golden Eagles,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech,tennessee-tech-golden-eagles,440e62,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png
199,Tennessee Volunteers,Tennessee,Volunteers,TENN,Tennessee,tennessee-volunteers,EE9627,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png
123,Texas A&M Aggies,Texas A&M,Aggies,TA&M,Texas A&M,texas-am-aggies,6A3333,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/245.png
443,Texas A&M-Corpus Christi Islanders,Texas A&M-CC,Islanders,AMCC,Texas A&M-Corpus Christi,texas-am-corpus-christi-islanders,00639c,https://a.espncdn.com/i/teamlogos/ncaa/500/357.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/357.png
126,Texas Longhorns,Texas,Longhorns,TEX,Texas,texas-longhorns,EF7321,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png
846,Texas Lutheran Bulldogs,Texas Lutheran,Bulldogs,TL,Texas Lutheran,texas-lutheran-bulldogs,,https://a.espncdn.com/i/teamlogos/ncaa/500/2639.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2639.png
200,Texas Southern Tigers,Texas Southern,Tigers,TXSO,Texas Southern,texas-southern-tigers,680100,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png
147,Texas State Bobcats,Texas St,Bobcats,TXST,Texas State,texas-state-bobcats,94314A,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png
201,Texas Tech Red Raiders,Texas Tech,Red Raiders,TTU,Texas Tech,texas-tech-red-raiders,D60039,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png
444,Texas-Pan American Broncs,TX-Pan American,Broncs,UTPA,Texas-Pan American,texas-pan-american-broncs,dc6000,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/292.png
202,The Citadel Bulldogs,The Citadel,Bulldogs,CIT,The Citadel,the-citadel-bulldogs,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2643.png
445,Toledo Rockets,Toledo,Rockets,TOL,Toledo,toledo-rockets,00275D,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png
305,Towson Tigers,Towson,Tigers,TOW,Towson,towson-tigers,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/119.png
269,Troy Trojans,Troy,Trojans,TROY,Troy,troy-trojans,843131,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png
924,Truman State Bulldogs,Truman St,Bulldogs,TRST,Truman State,truman-state-bulldogs,,https://a.espncdn.com/i/teamlogos/ncaa/500/2654.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2654.png
203,Tulane Green Wave,Tulane,Green Wave,TULN,Tulane,tulane-green-wave,084A38,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png
446,Tulsa Golden Hurricane,Tulsa,Golden Hurricane,TLSA,Tulsa,tulsa-golden-hurricane,004273,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png
447,UAB Blazers,UAB,Blazers,UAB,UAB,uab-blazers,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png
154,UAlbany Great Danes,UAlbany,Great Danes,ALB,UAlbany,ualbany-great-danes,56438E,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/399.png
448,UC Davis Aggies,UC Davis,Aggies,UCD,UC Davis,uc-davis-aggies,103670,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/302.png
142,UC Irvine Anteaters,UC Irvine,Anteaters,UCI,UC Irvine,uc-irvine-anteaters,00108C,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/300.png
67,UC Riverside Highlanders,UC Riverside,Highlanders,UCR,UC Riverside,uc-riverside-highlanders,13214E,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/27.png
1147,UC San Diego Tritons,UC San Diego,Tritons,UCSD,UC San Diego,uc-san-diego-tritons,,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/28.png
290,UC Santa Barbara Gauchos,Santa Barbara,Gauchos,UCSB,UC Santa Barbara,uc-santa-barbara-gauchos,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2540.png
160,UCF Knights,UCF,Knights,UCF,UCF,ucf-knights,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2116.png
66,UCLA Bruins,UCLA,Bruins,UCLA,UCLA,ucla-bruins,005A94,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png
69,UConn Huskies,UConn,Huskies,CONN,UConn,uconn-huskies,0A1E5B,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png
80,UIC Flames,UIC,Flames,UIC,UIC,uic-flames,234077,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/82.png
272,UL Monroe Warhawks,UL Monroe,Warhawks,ULM,UL Monroe,ul-monroe-warhawks,98012e,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2433.png
450,UMBC Retrievers,UMBC,Retrievers,UMBC,UMBC,umbc-retrievers,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2378.png
449,UMass Lowell River Hawks,UMass Lowell,River Hawks,UML,UMass Lowell,umass-lowell-river-hawks,,https://a.espncdn.com/i/teamlogos/ncaa/500/2349.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2349.png
452,UNC Asheville Bulldogs,UNC Asheville,Bulldogs,UNCA,UNC Asheville,unc-asheville-bulldogs,092575,https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2427.png
181,UNC Greensboro Spartans,UNC Greensboro,Spartans,UNCG,UNC Greensboro,unc-greensboro-spartans,21467B,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2430.png
152,UNC Wilmington Seahawks,UNC Wilmington,Seahawks,UNCW,UNC Wilmington,unc-wilmington-seahawks,1D2F68,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/350.png
182,UNLV Rebels,UNLV,Rebels,UNLV,UNLV,unlv-rebels,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png
68,USC Trojans,USC,Trojans,USC,USC,usc-trojans,A50010,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png
125,UT Arlington Mavericks,UT Arlington,Mavericks,UTA,UT Arlington,ut-arlington-mavericks,004B7C,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/250.png
442,UT Martin Skyhawks,UT Martin,Skyhawks,UTM,UT Martin,ut-martin-skyhawks,000099,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2630.png
932,UT Rio Grande Valley Vaqueros,UT Rio Grande,Vaqueros,RGV,UT Rio Grande Valley,ut-rio-grande-valley-vaqueros,,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/292.png
456,UTEP Miners,UTEP,Miners,UTEP,UTEP,utep-miners,ff7339,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png
297,UTSA Roadrunners,UTSA,Roadrunners,UTSA,UTSA,utsa-roadrunners,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png
1239,Upper Iowa Peacocks,Upper Iowa,Peacocks,UPP,Upper Iowa,upper-iowa-peacocks,,https://a.espncdn.com/i/teamlogos/ncaa/500/389.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/389.png
454,Utah State Aggies,Utah State,Aggies,USU,Utah State,utah-state-aggies,020767,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png
1146,Utah Tech Trailblazers,Utah Tech,Trailblazers,UTU,Utah Tech,utah-tech-trailblazers,,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/3101.png
128,Utah Utes,Utah,Utes,UTAH,Utah,utah-utes,CE4242,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png
455,Utah Valley Wolverines,Utah Valley,Wolverines,UVU,Utah Valley,utah-valley-wolverines,702d07,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/3084.png
851,VALDOSTA Blazers,VALDOSTA,Blazers,VAL,VALDOSTA,valdosta-blazers,,https://a.espncdn.com/i/teamlogos/ncaa/500/2673.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2673.png
204,VCU Rams,VCU,Rams,VCU,VCU,vcu-rams,929292,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2670.png
459,VMI Keydets,VMI,Keydets,VMI,VMI,vmi-keydets,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2678.png
302,Valparaiso Beacons,Valparaiso,Beacons,VAL,Valparaiso,valparaiso-beacons,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2674.png
120,Vanderbilt Commodores,Vanderbilt,Commodores,VAN,Vanderbilt,vanderbilt-commodores,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png
457,Vermont Catamounts,Vermont,Catamounts,UVM,Vermont,vermont-catamounts,204631,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/261.png
458,Villanova Wildcats,Villanova,Wildcats,VILL,Villanova,villanova-wildcats,006699,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/222.png
131,Virginia Cavaliers,Virginia,Cavaliers,UVA,Virginia,virginia-cavaliers,000066,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png
132,Virginia Tech Hokies,Virginia Tech,Hokies,VT,Virginia Tech,virginia-tech-hokies,7B2129,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png
460,Wagner Seahawks,Wagner,Seahawks,WAG,Wagner,wagner-seahawks,003e22,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png
97,Wake Forest Demon Deacons,Wake Forest,Demon Deacons,WAKE,Wake Forest,wake-forest-demon-deacons,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png
129756,Wartburg Knights,Wartburg,Knights,WAR,Wartburg,wartburg-knights,,https://a.espncdn.com/i/teamlogos/ncaa/500/2685.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2685.png
133,Washington Huskies,Washington,Huskies,WASH,Washington,washington-huskies,3E3468,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png
134,Washington State Cougars,Washington St,Cougars,WSU,Washington State,washington-state-cougars,94022A,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png
852,Wayne State (NE) Wildcats,WAYNESTNE,Wildcats,WAY,Wayne State (NE),wayne-state-ne-wildcats,,https://a.espncdn.com/i/teamlogos/ncaa/500/2844.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2844.png
461,Weber State Wildcats,Weber St,Wildcats,WEB,Weber State,weber-state-wildcats,18005a,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2692.png
129699,West Georgia Wolves,West Georgia,Wolves,WES,West Georgia,west-georgia-wolves,,https://a.espncdn.com/i/teamlogos/ncaa/500/2698.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2698.png
136,West Virginia Mountaineers,West Virginia,Mountaineers,WVU,West Virginia,west-virginia-mountaineers,395AB5,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/277.png
205,Western Carolina Catamounts,W Carolina,Catamounts,WCU,Western Carolina,western-carolina-catamounts,6E268B,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2717.png
462,Western Illinois Leathernecks,W Illinois,Leathernecks,WIU,Western Illinois,western-illinois-leathernecks,4e1e8a,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png
84,Western Kentucky Hilltoppers,Western KY,Hilltoppers,WKU,Western Kentucky,western-kentucky-hilltoppers,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png
463,Western Michigan Broncos,W Michigan,Broncos,WMU,Western Michigan,western-michigan-broncos,825229,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png
206,Wichita State Shockers,Wichita St,Shockers,WICH,Wichita State,wichita-state-shockers,0D0A03,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2724.png
289,William & Mary Tribe,William & Mary,Tribe,W&M,William & Mary,william-mary-tribe,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png
853,William Woods,WILLIAMWDS,William Woods,WIL,William Woods,william-woods,,,
207,Winthrop Eagles,Winthrop,Eagles,WIN,Winthrop,winthrop-eagles,9E0B0E,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2737.png
464,Wisconsin Badgers,Wisconsin,Badgers,WIS,Wisconsin,wisconsin-badgers,c32122,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png
208,Wofford Terriers,Wofford,Terriers,WOF,Wofford,wofford-terriers,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2747.png
270,Wright State Raiders,Wright St,Raiders,WRST,Wright State,wright-state-raiders,A36209,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2750.png
465,Wyoming Cowboys,Wyoming,Cowboys,WYO,Wyoming,wyoming-cowboys,523921,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png
312,Xavier Musketeers,Xavier,Musketeers,XAV,Xavier,xavier-musketeers,,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2752.png
466,Yale Bulldogs,Yale,Bulldogs,YALE,Yale,yale-bulldogs,004a81,https://a.espncdn.com/i/teamlogos/ncaa/500/43.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/43.png
209,Youngstown State Penguins,Youngstown St,Penguins,YSU,Youngstown State,youngstown-state-penguins,961F22,https://a.espncdn.com/i/teamlogos/ncaa/500/2754.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2754.png
